,topic_id,prompt,comment
112,BRVMAR00200,BRVMAR00200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,รายงานสลักหลังที่มี DataType =1 ข้อมูล NetPremiumAmt >0.0
113,BRVMAR00300,BRVMAR00300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""CA"",""CS"",""CT"",""LA"" (ที่ไม่ใช่ตัวเรือ)  ข้อมูล StatusofGoods ห้ามว่าง"
114,BRVMAR00400,BRVMAR00400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""LA"" (ที่ไม่ใช่ตัวเรือ)  ข้อมูล SLiabilityType ห้ามว่าง"
115,BRVMAR00500,BRVMAR00500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""HL"" (ที่ไม่ใช่ตัวเรือ)  ข้อมูล ShipType ห้ามว่าง"
116,BRVMAR00600,BRVMAR00600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""HL"" (ที่ไม่ใช่ตัวเรือ)  ข้อมูล ShipBuiltYear ห้ามว่าง"
117,BRVMAR00700,BRVMAR00700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""CA"",""CS"",""CT""  ข้อมูล CargoType ห้ามว่าง"
118,BRVMAR00800,BRVMAR00800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""CA"",""CS""  ข้อมูล PackagingType ห้ามว่าง"
119,BRVMAR00900,BRVMAR00900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า StatusofGoods = =""I"",""E"",""L"",""O""   ข้อมูล StartCountry ห้ามว่าง"
120,BRVMAR01000,BRVMAR01000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า StatusofGoods = =""I"",""E"",""L"",""O""   ข้อมูล DestinationCountry ห้ามว่าง "
121,BRVMAR01100,BRVMAR01100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า PolicyType=""HL"" (ที่ไม่ใช่ตัวเรือ)  ข้อมูล GrossTonnage >0"
122,BRVMAR01300,BRVMAR01300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"การบันทึกรายการสลักหลัง ต้องมีข้อมูล (PolicyNumber,ShipSeq) เดิมอยู่แล้ว หรือส่งมาในงวดเดียวกัน โดยต้องสามารถผ่านการบันทึกได้"
123,BRVMAR01500,BRVMAR01500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,รายงานสลักหลังที่มี DataType =2 ข้อมูล NetPremiumAmt >=0.0
124,BRVMAR01600,BRVMAR01600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,รายงานสลักหลังที่มี DataType =3 ข้อมูล NetPremiumAmt <=0.0
125,BRVMAR01700,BRVMAR01700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"รายงานสลักหลังที่มี DataType =4,5 ข้อมูล NetPremiumAmt =0.0"
126,BRVMAR01800,BRVMAR01800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,รายงานสลักหลังที่มี DataType =6 ข้อมูล NetPremiumAmt >0
127,BRVMAR01900,BRVMAR01900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,รายงานสลักหลังที่มี DataType =7 ข้อมูล NetPremiumAmt >1
128,BRVMAR02000,BRVMAR02000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,ข้อมูลสลัหหลัง DataType <> 1 ข้อมูล EndorsementNumber ต้องไม่เท่ากับว่าง และ EndorsementSeq > 0
129,BRVMAR02100,BRVMAR02100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,ถ้า DataType <>  1   ข้อมูล Endorsement  EffectiveDate ต้องค่าไม่ว่าง
130,BRVMAR02200,BRVMAR02200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"การส่งรายงานสินไหม  ต้องมีรายการกรมธรรม์ที่ผ่านในระบบ ( PolicyNumber ,ShipSeq)"
131,BRVMAR02300,BRVMAR02300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"กรณีที่เป็นสลักหลังเพิ่มลำดับเที่ยวเรือ(DataType= '7')   , ตรวจสอบ  Key  ดังต่อไปนี้ CompanyCode,PolicyNo,ShipSeq ต้องไม่ซ้ำกับในฐาน IBS  เนื่องจากเป็นการเพิ่มลำดับเที่ยวเรือ"
132,BRVMAR02400,BRVMAR02400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า ClaimGroup =""CP"" , ""CS"" ,""CR"" ข้อมูล ClaimAmt <0.0"
133,BRVMAR02500,BRVMAR02500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"ถ้า ClaimGroup =""P"" , ""S""  ข้อมูล ClaimAmt <0.0"
134,BRVMAR02600,BRVMAR02600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,ถ้า ClaimType=2 ต้องมีรายการ ClaimType=1 (ClaimNumber) อยู่แล้ว
135,BRVMAR02700,BRVMAR02700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,ถ้า ClaimType=3 ต้องมีรายการ ClaimType=2 (ClaimNumber) อยู่แล้ว
136,BRVMAR02800,BRVMAR02800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,"การบันทึกรายการสินไหม ClaimGroup =""CP"" , ""CS"" ต้องมี ClaimGroup =""P"" , ""S"" (ClaimNumber,ClaimSeq)  เดิมอยู่แล้ว"
137,BRVMAR02900,BRVMAR02900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการสินไหมจ่าย ต้องมีข้อมูลเลขที่สินไหมทดแทนในตารางรายการสินไหมทดแทน(ClaimNumber) แล้วเท่านั้น
138,BRVMAR07000,BRVMAR07000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกข้อมูลรายการกรมธรรม์  ต้องมีข้อมูลผู้เอาประกันภัยอย่างน้อย 1 คน
139,BRVMAR07100,BRVMAR07100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกข้อมูลรายการผู้เอาประกันภัย ต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วยเท่านั้น
140,BRVMAR07500,BRVMAR07500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกข้อมูลรายการกรมธรรม์  ข้อมูลผู้เอาประกันภัยต้องถูกต้องสามารถบันทึกได้ทุกคนในกรมธรรม์นั้นๆ
141,BRVMAR07600,BRVMAR07600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการผู้เอาประกันภัย ต้องมีข้อมูลในรายการกรมธรรม์ทึ่ผ่านการบันทึกด้วยเท่านั้น
142,BRVMAR09510,BRVMAR09510 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกข้อมูลรายการสลักหลัง  ต้องมีรายการกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
143,BRVMAR09520,BRVMAR09520 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการรับ / คืน เบี้ย ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
144,BRVMAR09530,BRVMAR09530 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการสินไหมทดแทน ต้องมีรายงานกรมธรรม์ที่ผ่านก่อนแล้วเท่านั้น
145,BRVMAR09540,BRVMAR09540 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการสินไหมทดแทนรับคืน ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
146,BRVMAR09550,BRVMAR09550 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยทางทะเลและการขนส่ง,การบันทึกรายการจ่ายสินไหม ต้องมีรายสินไหมทดแทนที่ผ่านก่อนแล้วเท่านั้น
147,BRVMIS00300,BRVMIS00300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,SumInsuredAmt >0 หรือ ห้ามว่าง
148,BRVMIS00400,BRVMIS00400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=01 ข้อมูล CoverageType ห้ามว่าง
149,BRVMIS00500,BRVMIS00500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=03 ข้อมูล CoverageType ห้ามว่าง
150,BRVMIS00600,BRVMIS00600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=01 ข้อมูล OccupancyCode ห้ามว่าง
151,BRVMIS00700,BRVMIS00700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง
152,BRVMIS00800,BRVMIS00800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=06 ข้อมูล OccupancyCode ห้ามว่าง
153,BRVMIS00900,BRVMIS00900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=07 ข้อมูล OccupancyCode ห้ามว่าง
154,BRVMIS01000,BRVMIS01000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=08 ข้อมูล OccupancyCode ห้ามว่าง
155,BRVMIS01100,BRVMIS01100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=01 ข้อมูล OccupancyCode ห้ามว่าง
156,BRVMIS01200,BRVMIS01200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=02 ข้อมูล OccupancyCode ห้ามว่าง
157,BRVMIS01300,BRVMIS01300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง
158,BRVMIS01400,BRVMIS01400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล OccupancyCode ห้ามว่าง
159,BRVMIS01500,BRVMIS01500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=05 ข้อมูล OccupancyCode ห้ามว่าง
160,BRVMIS01600,BRVMIS01600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=03 และ SubClass=01 ข้อมูล OccupancyCode ห้ามว่าง
161,BRVMIS01700,BRVMIS01700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=03 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง
162,BRVMIS01800,BRVMIS01800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=03 และ SubClass=04 ข้อมูล OccupancyCode ห้ามว่าง
163,BRVMIS01900,BRVMIS01900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=04 และ SubClass=01 ข้อมูล OccupancyCode ห้ามว่าง
164,BRVMIS02000,BRVMIS02000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=04 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง
165,BRVMIS02100,BRVMIS02100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01  และ SubClass=02 ข้อมูล OccupancyCode ห้ามว่าง
166,BRVMIS02200,BRVMIS02200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=10  ข้อมูล OccupancyCode ห้ามว่าง
167,BRVMIS02300,BRVMIS02300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=01 ข้อมูล FullValueOrFirstLoss ห้ามว่าง
168,BRVMIS02600,BRVMIS02600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=06 ข้อมูล FieldString01 ห้ามว่าง
169,BRVMIS02700,BRVMIS02700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=01 ข้อมูล FieldString01 ห้ามว่าง
170,BRVMIS02800,BRVMIS02800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=05 ข้อมูล FieldString01 ห้ามว่าง
171,BRVMIS02900,BRVMIS02900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=01 ข้อมูล Territory ห้ามว่าง
172,BRVMIS03000,BRVMIS03000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล Territory ห้ามว่าง
173,BRVMIS03100,BRVMIS03100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล HazardousMaterial ห้ามว่าง
174,BRVMIS03200,BRVMIS03200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล HazardousMaterial ห้ามว่าง
175,BRVMIS03300,BRVMIS03300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล FieldNumeric01 ห้ามว่าง
176,BRVMIS03400,BRVMIS03400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=02 ข้อมูล ProductType ห้ามว่าง
177,BRVMIS03500,BRVMIS03500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"(PolicyNumber ,EndorsementNumber, InsuredSeq) ห้ามซ้ำ"
178,BRVMIS03600,BRVMIS03600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,EndorsementNumber ห้ามซ้ำ
179,BRVMIS03700,BRVMIS03700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ข้อมูลสลักหลัง ต้องเคยมี้อมูล PolicyNumber  ต้องเคยมรอยู่แล้วในระบบ IBS หรือหากส่งข้อมูลข้อมูลเข้ามาในรอบเดียวกัน ข้อมูลกรมธรรม์ต้องไม่ Error 
180,BRVMIS03800,BRVMIS03800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,รายงานสลักหลังที่มี DataType =1 ข้อมูล NetPremiumAmt >0.0
181,BRVMIS03900,BRVMIS03900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,รายงานสลักหลังที่มี DataType =2 ข้อมูล NetPremiumAmt >=0.0
182,BRVMIS04000,BRVMIS04000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,รายงานสลักหลังที่มี DataType =3 ข้อมูล NetPremiumAmt <=0.0
183,BRVMIS04100,BRVMIS04100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"รายงานสลักหลังที่มี DataType =4,5 ข้อมูล NetPremiumAmt =0.0"
184,BRVMIS04200,BRVMIS04200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,รายงานสลักหลังที่มี DataType =6 ข้อมูล NetPremiumAmt >0
185,BRVMIS04300,BRVMIS04300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ข้อมูลสลัหหลัง DataType <> 1 ข้อมูล EndorsementNumber ต้องไม่เท่ากับว่าง และ EndorsementSeq > 0
186,BRVMIS04400,BRVMIS04400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ข้อมูลสลัหหลัง DataType <> 1 ข้อมูล EndorsementNumber ต้องไม่เท่ากับว่าง และ EndorsementSeq > 0
187,BRVMIS04600,BRVMIS04600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การส่งรายงานสินไหม  ต้องมีรายการกรมธรรม์ที่ผ่านในระบบแล้ว ( PolicyNumber)
188,BRVMIS04800,BRVMIS04800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"ถ้า ClaimGroup =""CP"" , ""CS"" ,""CR"" ข้อมูล ClaimAmt <0.0"
189,BRVMIS04900,BRVMIS04900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"ถ้า ClaimGroup =""P"" , ""S""  ข้อมูล ClaimAmt <0.0"
190,BRVMIS05000,BRVMIS05000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า ClaimType=2 ต้องมีรายการ ClaimType=1 (ClaimNumber) อยู่แล้ว
191,BRVMIS05100,BRVMIS05100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,ถ้า ClaimType=3 ต้องมีรายการ ClaimType=2 (ClaimNumber) อยู่แล้ว
192,BRVMIS05200,BRVMIS05200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"การบันทึกรายการสินไหม ClaimGroup =""CP"" , ""CS"" ต้องมี ClaimGroup =""P"" , ""S"" (ClaimNumber,ClaimSeq)  เดิมอยู่แล้ว"
193,BRVMIS05300,BRVMIS05300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการสินไหมจ่าย ต้องมีข้อมูลเลขที่สินไหมทดแทนในตารางรายการสินไหมทดแทน(ClaimNumber) แล้วเท่านั้น
194,BRVMIS05400,BRVMIS05400 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม  ต้องมีข้อมูลความคุ้มครอง
195,BRVMIS05500,BRVMIS05500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม  ต้องมีผู้เอาประกันภัย 
196,BRVMIS06000,BRVMIS06000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม  ต้องมีข้อมูลผู้เอาประกันภัยอย่างน้อย 1 คน
197,BRVMIS07100,BRVMIS07100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการผู้เอาประกันภัย  ต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วยโดยข้อมูลกรมธรรม์นั้นต้องผ่านด้วยเท่านั้น
198,BRVMIS07200,BRVMIS07200 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,
199,BRVMIS07500,BRVMIS07500 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม  ข้อมูลผู้เอาประกันภัยต้องถูกต้องสามารถบันทึกได้ทุกคนในกรมธรรม์นั้นๆ
200,BRVMIS07600,BRVMIS07600 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการผู้เอาประกันภัย ต้องมีข้อมูลในรายการกรมธรรม์ทึ่ผ่านการบันทึกด้วยเท่านั้น
201,BRVMIS07700,BRVMIS07700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม  ข้อมูลผู้เอาประกันภัยต้องถูกต้องสามารถบันทึกได้ทุกคนในกรมธรรม์นั้นๆ
202,BRVMIS07800,BRVMIS07800 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบัทึกรายการความคุ้มครอง  ต้องมีข้อมูลในรายการกรมธรรม์ส่งมาด้วยโดยข้อมูลกรมธรรม์นั้นต้องผ่านด้วยเท่านั้น
203,BRVMIS07900,BRVMIS07900 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม์ ต้องมีรายการรายละเอียดเบ็ดเตล็ดที่ผ่านด้วยเท่านั้น
204,BRVMIS07910,BRVMIS07910 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการรายละเอียดเบ็ดเตล็ด ต้องมีข้อมูลรายการกรมธรรม์ที่ผ่านด้วยเท่านั้น
205,BRVMIS07920,BRVMIS07920 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการรายละเอียดเบ็ดเตล็ด ต้องมีข้อมูลรายการกรมธรรม์ที่ผ่านด้วยเท่านั้น
206,BRVMIS07940,BRVMIS07940 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,การบันทึกรายการกรมธรรม์ ต้องมีรายการรายละเอียดเบ็ดเตล็ดที่ผ่านด้วยเท่านั้น
207,BRVMIS08000,BRVMIS08000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=01 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามเอกสารพิกัดอัตราเบี้ยประกันอัคคีภัย  (ลักษณะที่ใช้เป็น)  ได้
208,BRVMIS08100,BRVMIS08100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามเอกสารพิกัดอัตราเบี้ยประกันอัคคีภัย(ลักษณะที่ใช้เป็น) ได้
209,BRVMIS08210,BRVMIS08210 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=02 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
210,BRVMIS08220,BRVMIS08220 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=06 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
211,BRVMIS08230,BRVMIS08230 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=07 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
212,BRVMIS08240,BRVMIS08240 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=08 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
213,BRVMIS08250,BRVMIS08250 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=01 และ SubClass=10 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
214,BRVMIS08260,BRVMIS08260 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=01 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
215,BRVMIS08270,BRVMIS08270 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=02 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
216,BRVMIS08280,BRVMIS08280 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=04 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
217,BRVMIS08290,BRVMIS08290 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=02 และ SubClass=05 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
218,BRVMIS08300,BRVMIS08300 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,MainClass=04 และ SubClass=01 ข้อมูล OccupancyCode ต้องถูกต้องตามพิกัด (ลักษณะภัย และสถานที่ใช้เป็น)
219,BRVMIS08700,BRVMIS08700 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"MainClass=02 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามตาราง 9 ""รหัสประเภทวิชาชีพ"""
220,BRVMIS09000,BRVMIS09000 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"MainClass=02 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามตาราง 7 ""รหัสภัยของหมวดการประกันภัยการติดตั้งเครื่องจักร (EAR) """
221,BRVMIS09100,BRVMIS09100 กลุ่มข้อผิดพลาดการนำส่งข้อมูลประกันภัยเบ็ดเตล็ด,"MainClass=03 และ SubClass=03 ข้อมูล OccupancyCode ห้ามว่าง  ต้องอ้างอิงตามตารางที่ 3  ""ประเภทของทรัพย์สินที่เอาประกันภัย – สำหรับการประกันเครื่องอุปกรณ์อิเล็กทรอนิกส์ (EEI)"""
